resp,fqweight,urban,region,age,educattgen,marstat,abortion,hdi,hdi_c
1942,0.743305802345276,urban,east central,15,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
1943,1.16218483448029,urban,north,18,never attended,currently living with partner,0,0.475,-1.0409124148359898
1944,1.2955139875412,urban,central 1,15,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
1945,0.462453693151474,rural,west nile,18,primary/middle school,currently married,1,0.486,-0.8396152505858784
1946,0.779856145381927,rural,east central,15,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
1947,0.963616847991943,rural,south west,8,secondary/post-primary,never married,0,0.518,-0.2540235000400994
1948,0.403276950120926,rural,karamoja,40,never attended,currently married,1,0.45,-1.4984059699498786
1949,0.71438992023468,rural,south west,33,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
1950,1.91893446445465,rural,western,14,secondary/post-primary,currently married,0,0.499,-0.6017186019266556
1951,1.41751039028168,urban,western,23,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
1952,1.32109415531158,rural,north,14,primary/middle school,currently married,1,0.475,-1.0409124148359898
1953,0.562493979930878,rural,east central,42,never attended,currently living with partner,0,0.53,-0.03442659358543225
1954,0.71438992023468,rural,south west,11,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
1955,0.371642619371414,rural,karamoja,37,never attended,currently living with partner,0,0.45,-1.4984059699498786
1956,0.7029869556427,rural,north,11,secondary/post-primary,currently living with partner,0,0.475,-1.0409124148359898
1957,1.03977906703949,rural,west nile,30,primary/middle school,currently married,1,0.486,-0.8396152505858784
1958,0.880152344703674,rural,north,18,primary/middle school,currently married,0,0.475,-1.0409124148359898
1959,0.221876218914986,rural,karamoja,12,secondary/post-primary,currently living with partner,0,0.45,-1.4984059699498786
1960,0.400493562221527,urban,kampala,15,secondary/post-primary,never married,0,0.639,1.9602453067111254
1961,1.14116489887238,rural,central 2,31,never attended,currently living with partner,0,0.586,0.990358969869679
1962,0.779856145381927,rural,east central,12,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
1963,0.806391000747681,rural,central 1,9,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
1964,2.90652441978455,rural,central 2,28,secondary/post-primary,divorced or separated,0,0.586,0.990358969869679
1965,0.732630848884583,rural,north,25,primary/middle school,currently married,0,0.475,-1.0409124148359898
1966,0.771679103374481,rural,south west,40,primary/middle school,currently married,0,0.518,-0.2540235000400994
1967,0.569035053253174,urban,east central,9,secondary/post-primary,never married,0,0.53,-0.03442659358543225
1968,0.391579538583755,urban,kampala,27,primary/middle school,widow or widower,0,0.639,1.9602453067111254
1969,0.880152344703674,rural,north,9,primary/middle school,divorced or separated,0,0.475,-1.0409124148359898
1970,2.35517024993896,rural,south west,30,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
1971,2.03499150276184,rural,east central,30,never attended,currently living with partner,0,0.53,-0.03442659358543225
1972,2.90652441978455,rural,central 2,23,primary/middle school,currently living with partner,0,0.586,0.990358969869679
1973,1.3285745382309,rural,central 1,33,primary/middle school,currently living with partner,1,0.54,0.14857082846012368
1974,1.08199954032898,rural,east central,14,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
1975,1.10726463794708,rural,west nile,39,primary/middle school,currently married,0,0.486,-0.8396152505858784
1976,0.400493562221527,urban,kampala,35,secondary/post-primary,currently married,0,0.639,1.9602453067111254
1977,1.10726463794708,rural,west nile,31,primary/middle school,currently married,0,0.486,-0.8396152505858784
1978,0.533117592334747,rural,east central,11,primary/middle school,never married,0,0.53,-0.03442659358543225
1979,0.356312274932861,urban,kampala,18,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
1980,0.515802502632141,rural,east central,16,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
1981,0.806391000747681,rural,central 1,20,tertiary/post-secondary,currently married,0,0.54,0.14857082846012368
1982,1.96849310398102,rural,central 1,25,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
1983,0.813002467155457,rural,west nile,14,primary/middle school,currently married,0,0.486,-0.8396152505858784
1984,1.41751039028168,urban,western,30,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
1985,0.813002467155457,rural,west nile,41,never attended,divorced or separated,0,0.486,-0.8396152505858784
1986,0.783331871032715,rural,east central,16,primary/middle school,currently married,0,0.53,-0.03442659358543225
1987,0.227233305573463,rural,karamoja,24,never attended,widow or widower,0,0.45,-1.4984059699498786
1988,1.96849310398102,rural,central 1,22,tertiary/post-secondary,currently married,0,0.54,0.14857082846012368
1989,0.455407708883286,urban,kampala,16,primary/middle school,currently married,0,0.639,1.9602453067111254
1990,1.32109415531158,rural,north,40,primary/middle school,currently married,0,0.475,-1.0409124148359898
1991,2.01047205924988,rural,eastern,28,never attended,currently married,0,0.526,-0.10762556240365462
1992,0.868455708026886,rural,north,21,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
1993,0.533117592334747,rural,east central,40,never attended,widow or widower,0,0.53,-0.03442659358543225
1994,0.403276950120926,rural,karamoja,20,never attended,currently married,0,0.45,-1.4984059699498786
1995,0.387008875608444,urban,kampala,9,secondary/post-primary,currently married,0,0.639,1.9602453067111254
1996,1.17406678199768,rural,western,15,secondary/post-primary,currently married,0,0.499,-0.6017186019266556
1997,1.04114174842834,rural,western,17,secondary/post-primary,currently living with partner,0,0.499,-0.6017186019266556
1998,0.455407708883286,urban,kampala,16,tertiary/post-secondary,currently married,0,0.639,1.9602453067111254
1999,0.790351390838623,rural,central 2,35,primary/middle school,currently married,0,0.586,0.990358969869679
2000,2.40215873718262,rural,western,21,primary/middle school,currently married,0,0.499,-0.6017186019266556
2001,0.875412702560425,rural,western,21,secondary/post-primary,never married,0,0.499,-0.6017186019266556
2002,0.21895606815815,urban,kampala,8,secondary/post-primary,never married,0,0.639,1.9602453067111254
2003,0.227233305573463,rural,karamoja,11,never attended,currently living with partner,0,0.45,-1.4984059699498786
2004,1.23874318599701,rural,eastern,11,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
2005,0.726765990257263,rural,west nile,15,primary/middle school,currently married,0,0.486,-0.8396152505858784
2006,2.20405745506287,rural,eastern,9,secondary/post-primary,never married,0,0.526,-0.10762556240365462
2007,0.870838284492493,urban,west nile,18,never attended,currently married,0,0.486,-0.8396152505858784
2008,0.605311870574951,rural,north,6,primary/middle school,never married,0,0.475,-1.0409124148359898
2009,0.743071973323822,urban,eastern,20,secondary/post-primary,currently living with partner,0,0.526,-0.10762556240365462
2010,0.267083436250687,urban,kampala,9,primary/middle school,never married,0,0.639,1.9602453067111254
2011,0.875412702560425,rural,western,29,primary/middle school,currently married,0,0.499,-0.6017186019266556
2012,0.403093278408051,urban,kampala,13,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
2013,2.20405745506287,rural,eastern,20,primary/middle school,currently living with partner,1,0.526,-0.10762556240365462
2014,2.6398618221283,rural,central 1,13,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
2015,1.27590298652649,rural,central 2,24,primary/middle school,currently living with partner,0,0.586,0.990358969869679
2016,0.708830237388611,rural,north,11,primary/middle school,currently married,0,0.475,-1.0409124148359898
2017,1.00986623764038,rural,east central,9,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
2018,2.35517024993896,rural,south west,30,secondary/post-primary,currently living with partner,0,0.518,-0.2540235000400994
2019,0.21186837553978,urban,kampala,30,primary/middle school,currently married,1,0.639,1.9602453067111254
2020,1.73442399501801,rural,eastern,14,primary/middle school,currently married,0,0.526,-0.10762556240365462
2021,0.768798232078552,rural,central 2,36,never attended,currently living with partner,0,0.586,0.990358969869679
2022,0.768798232078552,rural,central 2,40,never attended,widow or widower,0,0.586,0.990358969869679
2023,0.743071973323822,urban,eastern,38,primary/middle school,currently married,1,0.526,-0.10762556240365462
2024,0.743305802345276,urban,east central,17,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
2025,0.652295649051666,rural,north,15,secondary/post-primary,currently living with partner,0,0.475,-1.0409124148359898
2026,1.74646699428558,rural,western,18,primary/middle school,currently married,0,0.499,-0.6017186019266556
2027,0.875412702560425,rural,western,23,primary/middle school,currently living with partner,1,0.499,-0.6017186019266556
2028,0.459849834442139,rural,east central,29,never attended,currently married,1,0.53,-0.03442659358543225
2029,0.868455708026886,rural,north,18,primary/middle school,currently married,1,0.475,-1.0409124148359898
2030,1.17406678199768,rural,western,14,secondary/post-primary,never married,0,0.499,-0.6017186019266556
2031,0.963616847991943,rural,south west,11,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
2032,0.221876218914986,rural,karamoja,38,never attended,divorced or separated,0,0.45,-1.4984059699498786
2033,0.562493979930878,rural,east central,21,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
2034,0.756367683410645,urban,south west,41,primary/middle school,currently married,0,0.518,-0.2540235000400994
2035,0.756367683410645,urban,south west,17,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
2036,1.27649021148682,rural,eastern,8,primary/middle school,never married,0,0.526,-0.10762556240365462
2037,0.267083436250687,urban,kampala,26,tertiary/post-secondary,currently married,1,0.639,1.9602453067111254
2038,1.91893446445465,rural,western,19,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
2039,0.275290846824646,rural,karamoja,31,never attended,currently living with partner,0,0.45,-1.4984059699498786
2040,0.868455708026886,rural,north,30,primary/middle school,currently married,0,0.475,-1.0409124148359898
2041,0.868455708026886,rural,north,35,primary/middle school,divorced or separated,0,0.475,-1.0409124148359898
2042,0.768798232078552,rural,central 2,9,secondary/post-primary,never married,0,0.586,0.990358969869679
2043,2.20405745506287,rural,eastern,33,primary/middle school,currently married,0,0.526,-0.10762556240365462
2044,0.400493562221527,urban,kampala,17,primary/middle school,currently married,0,0.639,1.9602453067111254
2045,0.785676836967468,rural,western,13,primary/middle school,currently married,0,0.499,-0.6017186019266556
2046,0.688387393951416,rural,south west,32,never attended,currently living with partner,0,0.518,-0.2540235000400994
2047,0.880152344703674,rural,north,19,primary/middle school,divorced or separated,1,0.475,-1.0409124148359898
2048,0.732630848884583,rural,north,34,never attended,currently married,0,0.475,-1.0409124148359898
2049,0.624094724655151,rural,south west,21,never attended,currently living with partner,0,0.518,-0.2540235000400994
2050,0.21895606815815,urban,kampala,30,tertiary/post-secondary,currently married,0,0.639,1.9602453067111254
2051,1.74646699428558,rural,western,34,primary/middle school,divorced or separated,0,0.499,-0.6017186019266556
2052,1.32109415531158,rural,north,10,primary/middle school,currently married,1,0.475,-1.0409124148359898
