gender,state,vote_biden,age_group,education_level,stateicp
male,UT,1,age_45-59,Some post sec,utah
male,FL,0,age_30-44,Post sec +,florida
male,NY,0,age_30-44,Grad degree,new york
female,NY,0,age_45-59,Grad degree,new york
female,MI,1,age_60_or_more,Post sec +,michigan
male,IA,1,age_45-59,Some post sec,iowa
male,CT,1,age_45-59,High school or less,connecticut
male,NY,0,age_30-44,Grad degree,new york
male,IL,1,age_45-59,Grad degree,illinois
female,IL,1,age_60_or_more,Some post sec,illinois
male,IL,0,age_18-29,Post sec +,illinois
female,CA,0,age_30-44,Grad degree,california
male,CA,0,age_60_or_more,Some post sec,california
female,IL,0,age_45-59,Post sec +,illinois
female,FL,0,age_45-59,Some post sec,florida
male,IL,1,age_30-44,Post sec +,illinois
male,IN,0,age_60_or_more,Some post sec,indiana
female,CA,1,age_45-59,High school or less,california
male,NY,1,age_45-59,Post sec +,new york
male,IL,1,age_45-59,Post sec +,illinois
female,CA,1,age_18-29,Some post sec,california
male,NJ,1,age_60_or_more,Post sec +,new jersey
female,CA,1,age_45-59,Post sec +,california
male,OH,0,age_30-44,High school or less,ohio
female,IL,1,age_18-29,Some post sec,illinois
male,MI,1,age_18-29,Post sec +,michigan
female,FL,1,age_30-44,High school or less,florida
female,CA,1,age_18-29,Post sec +,california
female,NC,0,age_18-29,Post sec +,north carolina
female,OH,1,age_60_or_more,Post sec +,ohio
female,MD,1,age_18-29,Some post sec,maryland
male,FL,1,age_60_or_more,Post sec +,florida
male,IL,1,age_30-44,Some post sec,illinois
female,CA,1,age_18-29,Some post sec,california
female,CA,1,age_18-29,Post sec +,california
female,NE,1,age_45-59,Post sec +,nebraska
female,WI,1,age_18-29,High school or less,wisconsin
male,AZ,1,age_18-29,Some post sec,arizona
female,TX,0,age_60_or_more,Post sec +,texas
male,CA,0,age_30-44,Grad degree,california
female,NH,0,age_60_or_more,Post sec +,new hampshire
female,CA,0,age_60_or_more,Some post sec,california
female,CA,1,age_30-44,Post sec +,california
male,MO,1,age_18-29,High school or less,missouri
male,CT,1,age_30-44,Post sec +,connecticut
female,MI,1,age_30-44,High school or less,michigan
female,UT,0,age_30-44,High school or less,utah
male,MI,0,age_30-44,Grad degree,michigan
female,TX,0,age_60_or_more,High school or less,texas
female,TX,1,age_30-44,Post sec +,texas
female,WA,1,age_30-44,Post sec +,washington
male,MO,1,age_45-59,Post sec +,missouri
female,IL,0,age_60_or_more,Post sec +,illinois
male,CA,1,age_60_or_more,Post sec +,california
female,FL,0,age_45-59,Some post sec,florida
male,OH,0,age_45-59,Some post sec,ohio
female,CA,1,age_18-29,High school or less,california
female,UT,0,age_30-44,High school or less,utah
male,KY,0,age_45-59,High school or less,kentucky
female,GA,1,age_30-44,Some post sec,georgia
male,OH,1,age_60_or_more,Post sec +,ohio
male,CA,1,age_18-29,Post sec +,california
female,IN,0,age_30-44,Post sec +,indiana
male,IN,1,age_60_or_more,Grad degree,indiana
female,MO,1,age_45-59,Some post sec,missouri
female,IL,1,age_18-29,High school or less,illinois
male,NM,0,age_30-44,Post sec +,new mexico
male,WI,1,age_30-44,Some post sec,wisconsin
male,TX,1,age_30-44,High school or less,texas
female,OH,1,age_18-29,Some post sec,ohio
male,NY,0,age_60_or_more,Grad degree,new york
female,KS,1,age_30-44,Some post sec,kansas
male,WI,0,age_60_or_more,Post sec +,wisconsin
female,MN,1,age_45-59,Post sec +,minnesota
female,NJ,0,age_60_or_more,Post sec +,new jersey
male,NY,1,age_60_or_more,Grad degree,new york
male,NC,0,age_45-59,High school or less,north carolina
female,CA,1,age_30-44,Post sec +,california
female,CA,0,age_45-59,Some post sec,california
female,UT,1,age_45-59,Some post sec,utah
male,NY,1,age_60_or_more,Post sec +,new york
male,CA,1,age_30-44,Grad degree,california
female,NC,1,age_45-59,Post sec +,north carolina
female,AR,1,age_45-59,Post sec +,arkansas
female,VA,0,age_60_or_more,Grad degree,virginia
male,SD,1,age_30-44,Post sec +,south dakota
male,AZ,1,age_60_or_more,Some post sec,arizona
male,CO,1,age_30-44,Post sec +,colorado
female,HI,1,age_45-59,Grad degree,hawaii
male,TN,1,age_60_or_more,Post sec +,tennessee
female,NC,1,age_18-29,High school or less,north carolina
male,OH,1,age_60_or_more,Post sec +,ohio
male,OK,0,age_30-44,Post sec +,oklahoma
male,IN,1,age_60_or_more,Some post sec,indiana
female,NY,0,age_30-44,Post sec +,new york
male,NY,0,age_60_or_more,Some post sec,new york
female,OH,0,age_30-44,High school or less,ohio
male,MI,0,age_30-44,High school or less,michigan
female,SC,1,age_18-29,Post sec +,south carolina
male,CA,1,age_45-59,Post sec +,california
female,GA,0,age_30-44,Some post sec,georgia
male,WI,0,age_60_or_more,Post sec +,wisconsin
male,OR,0,age_45-59,High school or less,oregon
male,NC,0,age_18-29,Some post sec,north carolina
female,AL,0,age_30-44,Some post sec,alabama
female,DE,1,age_30-44,High school or less,delaware
male,NY,0,age_30-44,Grad degree,new york
female,WI,0,age_45-59,Post sec +,wisconsin
female,MI,0,age_45-59,Post sec +,michigan
female,KY,1,age_45-59,Post sec +,kentucky
male,MD,1,age_45-59,Grad degree,maryland
female,PA,1,age_60_or_more,Post sec +,pennsylvania
male,CO,0,age_60_or_more,Some post sec,colorado
male,FL,0,age_60_or_more,Grad degree,florida
female,NY,1,age_30-44,Post sec +,new york
male,CA,0,age_30-44,Grad degree,california
female,TX,0,age_30-44,Some post sec,texas
female,PA,1,age_60_or_more,Some post sec,pennsylvania
male,GA,0,age_60_or_more,Grad degree,georgia
male,NY,0,age_18-29,Post sec +,new york
female,CT,0,age_60_or_more,Post sec +,connecticut
female,IL,1,age_60_or_more,Post sec +,illinois
female,MO,0,age_45-59,High school or less,missouri
female,RI,1,age_18-29,High school or less,rhode island
female,NY,0,age_30-44,Post sec +,new york
female,MI,0,age_30-44,Post sec +,michigan
female,NY,1,age_60_or_more,Post sec +,new york
male,VA,0,age_30-44,Post sec +,virginia
female,FL,1,age_45-59,Post sec +,florida
female,MA,1,age_18-29,Post sec +,massachusetts
female,FL,1,age_60_or_more,Some post sec,florida
female,TX,1,age_30-44,High school or less,texas
male,WI,1,age_18-29,Post sec +,wisconsin
female,IL,1,age_18-29,High school or less,illinois
female,VA,0,age_18-29,High school or less,virginia
female,CA,0,age_45-59,Some post sec,california
female,PA,0,age_60_or_more,Grad degree,pennsylvania
male,VA,0,age_30-44,Grad degree,virginia
female,MS,0,age_30-44,Post sec +,mississippi
male,KS,0,age_45-59,Post sec +,kansas
male,LA,0,age_18-29,Some post sec,louisiana
male,VA,0,age_45-59,Post sec +,virginia
male,TX,0,age_60_or_more,Post sec +,texas
female,TX,1,age_30-44,Some post sec,texas
female,NJ,1,age_60_or_more,High school or less,new jersey
female,TX,0,age_45-59,Some post sec,texas
female,MD,1,age_18-29,Some post sec,maryland
female,GA,0,age_60_or_more,Post sec +,georgia
female,OH,0,age_18-29,Some post sec,ohio
female,CA,0,age_60_or_more,High school or less,california
female,MI,0,age_18-29,High school or less,michigan
female,NJ,1,age_45-59,Some post sec,new jersey
female,OH,0,age_18-29,Post sec +,ohio
female,IN,1,age_30-44,Some post sec,indiana
male,NY,1,age_30-44,Post sec +,new york
male,MT,1,age_30-44,Post sec +,montana
female,CA,1,age_60_or_more,Some post sec,california
male,NY,0,age_30-44,Grad degree,new york
female,AL,1,age_18-29,Some post sec,alabama
male,CA,1,age_18-29,Some post sec,california
female,NY,1,age_30-44,High school or less,new york
female,OR,1,age_18-29,Some post sec,oregon
male,TX,1,age_30-44,Grad degree,texas
female,OR,0,age_45-59,High school or less,oregon
female,FL,0,age_30-44,Some post sec,florida
male,TX,0,age_45-59,Post sec +,texas
female,CA,1,age_45-59,Post sec +,california
male,FL,1,age_30-44,Grad degree,florida
female,CT,0,age_45-59,High school or less,connecticut
male,OH,1,age_18-29,High school or less,ohio
female,TX,0,age_30-44,Post sec +,texas
female,CA,1,age_60_or_more,Grad degree,california
male,GA,0,age_45-59,Post sec +,georgia
female,DC,1,age_18-29,Post sec +,district of columbia
female,MA,1,age_30-44,Grad degree,massachusetts
female,VA,1,age_18-29,Post sec +,virginia
female,FL,1,age_18-29,Post sec +,florida
female,WI,0,age_18-29,Grad degree,wisconsin
female,NJ,1,age_45-59,Grad degree,new jersey
female,OK,0,age_18-29,High school or less,oklahoma
female,OR,0,age_30-44,Some post sec,oregon
female,AR,0,age_18-29,High school or less,arkansas
male,OK,0,age_18-29,High school or less,oklahoma
female,AZ,0,age_45-59,Post sec +,arizona
female,TX,0,age_18-29,Some post sec,texas
female,OH,1,age_18-29,High school or less,ohio
female,WA,0,age_60_or_more,Grad degree,washington
female,WA,0,age_60_or_more,High school or less,washington
female,TX,1,age_30-44,Post sec +,texas
female,OH,1,age_45-59,Post sec +,ohio
female,CO,1,age_60_or_more,Grad degree,colorado
female,IL,1,age_18-29,Post sec +,illinois
female,WA,1,age_60_or_more,High school or less,washington
female,AR,0,age_30-44,Some post sec,arkansas
female,FL,1,age_18-29,High school or less,florida
female,TX,1,age_18-29,Post sec +,texas
female,VA,1,age_30-44,Grad degree,virginia
female,PA,1,age_30-44,Some post sec,pennsylvania
female,OH,1,age_18-29,High school or less,ohio
female,CA,0,age_30-44,Grad degree,california
female,CA,0,age_45-59,High school or less,california
female,CA,1,age_30-44,Post sec +,california
male,CA,0,age_60_or_more,Post sec +,california
female,OH,0,age_45-59,Post sec +,ohio
female,CO,1,age_60_or_more,Post sec +,colorado
female,CA,1,age_45-59,Post sec +,california
female,WI,1,age_18-29,Post sec +,wisconsin
female,CA,0,age_45-59,Post sec +,california
male,MI,1,age_30-44,Grad degree,michigan
female,CA,0,age_30-44,High school or less,california
female,LA,0,age_45-59,Post sec +,louisiana
female,NY,1,age_30-44,Post sec +,new york
male,PA,0,age_30-44,Some post sec,pennsylvania
female,KY,0,age_18-29,Some post sec,kentucky
female,NY,1,age_18-29,Some post sec,new york
female,TN,0,age_18-29,Some post sec,tennessee
female,CA,1,age_60_or_more,Grad degree,california
male,NV,0,age_60_or_more,Post sec +,nevada
male,CA,0,age_30-44,Grad degree,california
female,CA,1,age_60_or_more,Some post sec,california
female,MN,0,age_45-59,Post sec +,minnesota
male,VA,0,age_30-44,Grad degree,virginia
female,NJ,1,age_45-59,Post sec +,new jersey
female,MI,1,age_45-59,Some post sec,michigan
male,IL,1,age_30-44,Post sec +,illinois
female,OK,1,age_18-29,High school or less,oklahoma
female,ID,0,age_45-59,Post sec +,idaho
female,CA,0,age_60_or_more,Post sec +,california
female,MI,0,age_30-44,Post sec +,michigan
female,UT,0,age_60_or_more,Some post sec,utah
female,OK,1,age_45-59,Post sec +,oklahoma
male,FL,1,age_45-59,Post sec +,florida
female,NY,1,age_18-29,Some post sec,new york
female,WI,1,age_30-44,Some post sec,wisconsin
female,NY,0,age_30-44,Post sec +,new york
female,CA,0,age_60_or_more,Some post sec,california
female,KY,1,age_18-29,Post sec +,kentucky
female,AL,0,age_18-29,High school or less,alabama
male,FL,1,age_30-44,High school or less,florida
female,KY,0,age_45-59,High school or less,kentucky
female,AZ,1,age_18-29,Some post sec,arizona
female,MA,1,age_45-59,Some post sec,massachusetts
female,AL,0,age_18-29,Post sec +,alabama
female,AR,0,age_45-59,Grad degree,arkansas
female,AL,1,age_18-29,Some post sec,alabama
male,NY,0,age_30-44,Grad degree,new york
male,IL,0,age_30-44,Some post sec,illinois
female,NC,1,age_45-59,High school or less,north carolina
female,CA,0,age_18-29,Post sec +,california
female,ID,0,age_60_or_more,Post sec +,idaho
female,WI,1,age_45-59,Post sec +,wisconsin
female,HI,1,age_18-29,Post sec +,hawaii
female,MS,0,age_18-29,Post sec +,mississippi
female,TX,0,age_30-44,Post sec +,texas
female,GA,1,age_45-59,Post sec +,georgia
male,FL,1,age_30-44,Grad degree,florida
male,AL,1,age_45-59,Post sec +,alabama
female,MO,0,age_60_or_more,Post sec +,missouri
female,TX,1,age_30-44,Some post sec,texas
female,CA,1,age_45-59,Post sec +,california
female,AZ,0,age_30-44,High school or less,arizona
female,WI,1,age_30-44,High school or less,wisconsin
female,FL,1,age_18-29,Post sec +,florida
female,CA,0,age_18-29,Some post sec,california
male,OR,0,age_30-44,Post sec +,oregon
female,TX,1,age_30-44,Some post sec,texas
male,CA,0,age_30-44,Post sec +,california
female,MO,1,age_60_or_more,Post sec +,missouri
female,NM,1,age_60_or_more,Post sec +,new mexico
female,NY,1,age_18-29,Some post sec,new york
female,MN,1,age_18-29,Post sec +,minnesota
female,OH,1,age_45-59,Post sec +,ohio
female,HI,0,age_18-29,Post sec +,hawaii
female,AZ,0,age_60_or_more,Some post sec,arizona
female,MS,0,age_30-44,Some post sec,mississippi
female,NJ,1,age_60_or_more,Post sec +,new jersey
female,NC,0,age_18-29,High school or less,north carolina
female,HI,0,age_30-44,Post sec +,hawaii
female,AZ,1,age_18-29,Some post sec,arizona
female,WI,0,age_45-59,Post sec +,wisconsin
female,VT,1,age_60_or_more,Some post sec,vermont
male,FL,0,age_30-44,Grad degree,florida
female,TX,1,age_18-29,High school or less,texas
female,CA,1,age_45-59,Post sec +,california
male,FL,1,age_18-29,Post sec +,florida
female,IL,1,age_30-44,Post sec +,illinois
male,CA,1,age_18-29,Some post sec,california
female,TX,1,age_18-29,High school or less,texas
female,MN,1,age_18-29,High school or less,minnesota
male,AL,0,age_30-44,High school or less,alabama
male,NV,0,age_45-59,Grad degree,nevada
female,TX,0,age_30-44,Some post sec,texas
female,IA,0,age_45-59,High school or less,iowa
female,OR,1,age_18-29,High school or less,oregon
male,AZ,1,age_45-59,Post sec +,arizona
female,FL,0,age_18-29,Some post sec,florida
female,CO,0,age_45-59,High school or less,colorado
female,CA,1,age_45-59,High school or less,california
female,MI,1,age_18-29,Some post sec,michigan
male,CA,1,age_18-29,Post sec +,california
female,OH,1,age_45-59,High school or less,ohio
male,OH,1,age_18-29,High school or less,ohio
male,CA,1,age_30-44,Some post sec,california
female,LA,1,age_18-29,Post sec +,louisiana
male,WA,0,age_30-44,Grad degree,washington
female,MN,1,age_30-44,Some post sec,minnesota
male,CA,0,age_30-44,Grad degree,california
male,CA,1,age_18-29,High school or less,california
male,PA,1,age_30-44,High school or less,pennsylvania
female,AL,1,age_30-44,Some post sec,alabama
male,PA,1,age_30-44,Post sec +,pennsylvania
female,TX,0,age_60_or_more,High school or less,texas
female,CT,1,age_30-44,High school or less,connecticut
female,OH,0,age_60_or_more,Post sec +,ohio
female,LA,1,age_18-29,High school or less,louisiana
female,OH,1,age_45-59,Post sec +,ohio
female,TX,0,age_60_or_more,Grad degree,texas
female,CA,1,age_18-29,Some post sec,california
female,CA,1,age_60_or_more,Some post sec,california
female,CA,1,age_18-29,Some post sec,california
female,FL,1,age_18-29,Some post sec,florida
female,TX,1,age_45-59,High school or less,texas
male,MS,1,age_30-44,Post sec +,mississippi
male,OH,0,age_45-59,Some post sec,ohio
female,OH,1,age_45-59,Post sec +,ohio
female,OH,0,age_60_or_more,High school or less,ohio
female,LA,0,age_45-59,High school or less,louisiana
female,CA,1,age_18-29,High school or less,california
female,TX,0,age_60_or_more,Some post sec,texas
female,FL,0,age_45-59,High school or less,florida
male,UT,1,age_45-59,Post sec +,utah
female,NY,1,age_18-29,Some post sec,new york
male,MD,0,age_18-29,High school or less,maryland
female,FL,1,age_18-29,Post sec +,florida
female,FL,1,age_30-44,Some post sec,florida
female,CA,1,age_60_or_more,Grad degree,california
male,MA,1,age_45-59,Grad degree,massachusetts
female,NC,0,age_30-44,Some post sec,north carolina
female,NV,0,age_60_or_more,High school or less,nevada
female,NC,0,age_45-59,Some post sec,north carolina
female,NC,1,age_18-29,Post sec +,north carolina
male,FL,1,age_45-59,Post sec +,florida
female,WA,1,age_18-29,High school or less,washington
male,OH,1,age_18-29,High school or less,ohio
male,NH,0,age_60_or_more,Post sec +,new hampshire
female,CA,0,age_45-59,High school or less,california
male,FL,1,age_18-29,High school or less,florida
male,MD,0,age_30-44,Grad degree,maryland
female,TX,0,age_30-44,Some post sec,texas
female,IL,1,age_30-44,Post sec +,illinois
female,TX,1,age_18-29,High school or less,texas
male,MN,0,age_18-29,High school or less,minnesota
male,NY,0,age_18-29,Post sec +,new york
female,MO,1,age_30-44,Post sec +,missouri
female,VA,1,age_30-44,Grad degree,virginia
male,CA,0,age_45-59,Post sec +,california
female,VA,1,age_45-59,High school or less,virginia
male,WA,0,age_30-44,High school or less,washington
male,ID,1,age_18-29,Some post sec,idaho
female,NJ,0,age_30-44,Grad degree,new jersey
female,CA,1,age_45-59,Post sec +,california
female,TX,0,age_18-29,Some post sec,texas
male,VA,0,age_30-44,Grad degree,virginia
male,OK,0,age_30-44,High school or less,oklahoma
female,NC,0,age_30-44,Some post sec,north carolina
female,IL,0,age_60_or_more,Post sec +,illinois
male,CA,0,age_30-44,Some post sec,california
female,TX,1,age_18-29,High school or less,texas
male,FL,1,age_18-29,Post sec +,florida
female,IL,1,age_18-29,Some post sec,illinois
male,MN,0,age_30-44,Post sec +,minnesota
male,NY,0,age_30-44,Grad degree,new york
male,FL,1,age_45-59,High school or less,florida
male,VA,1,age_18-29,Grad degree,virginia
female,NV,0,age_45-59,High school or less,nevada
male,OH,1,age_18-29,Post sec +,ohio
female,CA,1,age_30-44,Post sec +,california
female,CA,1,age_30-44,Some post sec,california
female,MA,0,age_30-44,Grad degree,massachusetts
female,MI,1,age_60_or_more,Some post sec,michigan
female,NC,1,age_18-29,Post sec +,north carolina
female,NJ,0,age_30-44,High school or less,new jersey
female,KS,0,age_45-59,High school or less,kansas
